query_text,persona,intent_label,complexity,notes
UT Austin application deadlines,college_student,admissions_process,medium,how-to / admissions
acceptance rate for MIT,high_school_student,attribute_lookup,short_circuit,single attribute
affordable chemistry schools in Texas with good job placement,college_student,multi_constraint,complex,multi-constraint
Purdue,counselor_teacher,exact_lookup,short_circuit,simple entity
schools good for vibe,counselor_teacher,campus_life_fit,llm_needed,subjective fit
what schools should i apply to for public health not Florida low tuition,counselor_teacher,recommendation,complex,needs recommendations
pricing for partner colleges,advisor,b2b_partnership,medium,B2B
colleges in warm states,high_school_student,filtered_search,medium,1–2 filters
schools with normal people,advisor,campus_life_fit,medium,subjective fit
housing for Princeton,high_school_student,attribute_lookup,short_circuit,single attribute
best electrical engineering schools on the East Coast,advisor,filtered_search,medium,1–2 filters
MIT vs University of Michigan,parent,comparison,complex,compare entities
schools in the Midwest with low student-to-faculty ratio,counselor_teacher,filtered_search,medium,1–2 filters
recommend large colleges near Chicago for philosophy target schools,college_student,recommendation,complex,needs recommendations
what schools should i apply to for chemistry in Texas under 40k,college_student,recommendation,complex,needs recommendations
schools like Brown but cheaper,advisor,recommendation,complex,needs recommendations
MIT,high_school_student,exact_lookup,short_circuit,simple entity
University of Maryland vs Princeton for biology,parent,comparison,complex,compare entities
Columbia scholarships,advisor,cost_financial_aid,medium,cost / aid; advisor framing
Brown financial aid for out of state,high_school_student,cost_financial_aid,medium,cost / aid
colleges on the East Coast,college_student,filtered_search,medium,1–2 filters
api access for college partners,college_b2b,b2b_partnership,llm_needed,B2B
Northeastern normal people,high_school_student,campus_life_fit,llm_needed,subjective fit
request demo for our admissions team,college_b2b,b2b_partnership,llm_needed,B2B
pricing for partner colleges,advisor,b2b_partnership,short_circuit,B2B
Boston University housing guarantee,parent,attribute_lookup,short_circuit,single attribute; parent framing
best colleges for psychology job outcomes,advisor,career_outcomes,complex,outcomes
clubs for University of Florida,parent,attribute_lookup,complex,single attribute; parent framing
what schools should i apply to for pre-law in warm states low tuition,counselor_teacher,recommendation,complex,needs recommendations
ucla vibe but not so expensive,counselor_teacher,rewrite_needed,complex,needs rewrite; counselor framing
cheapest aerospace engineering schools near a major tech hub,parent,cost_financial_aid,medium,cost / aid; parent framing
schools like UC Irvine but cheaper,college_student,recommendation,complex,needs recommendations
schools with normal people,parent,campus_life_fit,llm_needed,subjective fit
Rice University job placement for electrical engineering,advisor,career_outcomes,medium,outcomes
Arizona State housing,advisor,attribute_lookup,short_circuit,single attribute; advisor framing
affordable neuroscience schools in California with good job placement,counselor_teacher,multi_constraint,complex,multi-constraint
brown,high_school_student,exact_lookup,short_circuit,simple entity
how to lower college costs,advisor,cost_financial_aid,medium,cost / aid; advisor framing
affordable economics schools in warm states with good job placement,college_student,multi_constraint,complex,multi-constraint
mit without the suffering,advisor,rewrite_needed,complex,needs rewrite
Brown,high_school_student,exact_lookup,short_circuit,simple entity
schools good for sports culture,parent,campus_life_fit,llm_needed,subjective fit
colleges not Florida low tuition with strong research and internships,advisor,multi_constraint,short_circuit,multi-constraint
create reach target safety list for economics in California under 30k,advisor,multi_constraint,complex,multi-constraint; advisor framing
UC Irvine vs Brown,college_student,comparison,llm_needed,compare entities
schools with strong first gen support,counselor_teacher,filtered_search,medium,1–2 filters; counselor framing
Brown vs Northeastern,counselor_teacher,comparison,complex,compare entities
schools good for normal people,college_student,campus_life_fit,llm_needed,subjective fit
UT Austin non-competitive culture,advisor,campus_life_fit,llm_needed,subjective fit
request demo for our admissions team,college_b2b,b2b_partnership,complex,B2B
Virginia Tech tuition vs Princeton tuition,high_school_student,comparison,complex,compare entities
Georgia Tech,college_student,exact_lookup,short_circuit,simple entity
do i need sat for Cornell,counselor_teacher,admissions_process,medium,how-to / admissions
Purdue tuition vs University of Washington tuition,counselor_teacher,comparison,complex,compare entities
Princeton mental health counseling,advisor,attribute_lookup,short_circuit,single attribute
University of Washington vs Vanderbilt for political science,college_student,comparison,llm_needed,compare entities
request demo for our admissions team,advisor,b2b_partnership,medium,B2B
best finance schools not Florida,college_student,filtered_search,medium,1–2 filters
UCLA acceptance rate,college_student,attribute_lookup,short_circuit,single attribute
UCLA vs Columbia,counselor_teacher,comparison,complex,compare entities
schools good for introverts,high_school_student,campus_life_fit,llm_needed,subjective fit
best colleges for pre-med job outcomes,high_school_student,career_outcomes,medium,outcomes
api access for college partners,advisor,b2b_partnership,medium,B2B
Purdue tuition vs UT Austin tuition,high_school_student,comparison,complex,compare entities
cheapest chemistry schools near a major tech hub,college_student,cost_financial_aid,medium,cost / aid
create reach target safety list for philosophy on the East Coast under 40k,advisor,admissions_process,medium,how-to / admissions; advisor framing
what schools should i apply to for pre-law not Florida under 40k,college_student,recommendation,complex,needs recommendations
University of Maryland clubs,college_student,attribute_lookup,short_circuit,single attribute
affordable business schools in Texas with good job placement,advisor,multi_constraint,llm_needed,multi-constraint; advisor framing
student-to-faculty ratio for Rice University,high_school_student,attribute_lookup,short_circuit,single attribute
does UC Berkeley have business,advisor,attribute_lookup,short_circuit,single attribute; advisor framing
schools near Chicago with low student-to-faculty ratio,counselor_teacher,filtered_search,medium,1–2 filters
University of Florida financial aid for out of state,advisor,cost_financial_aid,medium,cost / aid
purdue,college_student,exact_lookup,short_circuit,simple entity
do i need sat for Rice University,high_school_student,admissions_process,medium,how-to / admissions
Stanford but cheaper,high_school_student,rewrite_needed,complex,needs rewrite
cheapest data science schools near a major tech hub,counselor_teacher,cost_financial_aid,medium,cost / aid
schools with normal people,counselor_teacher,campus_life_fit,llm_needed,subjective fit
recommend medium-sized colleges in California for electrical engineering reach schools,college_student,recommendation,complex,needs recommendations
