query_text,persona,intent_label,primary_route,complexity,entities,route,notes,source_file,raw_persona,raw_intent,raw_route,standardization_notes,entity_types
princeton,high_school_student,direct_lookup,shortcut,short_circuit,{school:Princeton},typesense_only,simple entity,Data - Anika.csv,high_school_student,exact_lookup,typesense_only,"persona:high_school_student->high_school_student,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:route:typesense_only",school
caltech acceptance rate,high_school_student,attribute_lookup,shortcut,short_circuit,"{school:Caltech,metric:acceptance_rate}",typesense_only,single attribute,Data - Anika.csv,high_school_student,attribute_lookup,typesense_only,"persona:high_school_student->high_school_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:typesense_only",admissions_or_attribute_signal
colleges near los angeles,high_school_student,filtered_search,retrieval,medium,{location:Los Angeles},search,1–2 filters,Data - Anika.csv,high_school_student,filtered_search,search,"persona:high_school_student->high_school_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:route:search",
cheap schools with good stem programs,high_school_student,multi_constraint,retrieval,complex,"{cost:low,program:STEM}",agentic,multi-constraint,Data - Anika.csv,high_school_student,multi_constraint,agentic,"persona:high_school_student->high_school_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:route:agentic",
schools like georgia tech but not in the south,high_school_student,recommendation,retrieval,complex,"{reference:Georgia Tech,exclude_region:South}",agentic,needs recommendations,Data - Anika.csv,high_school_student,recommendation,agentic,"persona:high_school_student->high_school_student,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:route:agentic",school
do extracurriculars matter more than grades,high_school_student,admissions_process,llm,medium,{},llm,admissions weighting,Data - Anika.csv,high_school_student,admissions_process,llm,"persona:high_school_student->high_school_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:route:llm",
how to find scholarships early,high_school_student,cost_financial_aid,llm,medium,{},llm,cost aid,Data - Anika.csv,high_school_student,cost_financial_aid,llm,"persona:high_school_student->high_school_student,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:route:llm",cost_constraint
schools with chill students,high_school_student,campus_life_fit,llm,llm_needed,{},llm,subjective fit,Data - Anika.csv,high_school_student,campus_life_fit,llm,"persona:high_school_student->high_school_student,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:route:llm",fit_or_culture_cue
best colleges for tech careers,high_school_student,career_outcomes,llm,medium,{},llm,outcomes,Data - Anika.csv,high_school_student,career_outcomes,llm,"persona:high_school_student->high_school_student,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:route:llm",
dartmouth,college_student,direct_lookup,shortcut,short_circuit,{school:Dartmouth},typesense_only,simple entity,Data - Anika.csv,college_student,exact_lookup,typesense_only,"persona:college_student->college_student,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:route:typesense_only",
washu tuition,college_student,attribute_lookup,shortcut,short_circuit,"{school:WashU,attribute:tuition}",typesense_only,single attribute,Data - Anika.csv,college_student,attribute_lookup,typesense_only,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:typesense_only",cost_constraint
schools in the pacific northwest,college_student,filtered_search,retrieval,medium,{location:PNW},search,1–2 filters,Data - Anika.csv,college_student,filtered_search,search,"persona:college_student->college_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:route:search",
strong liberal arts colleges with research,college_student,multi_constraint,retrieval,complex,"{school_type:LAC,research:true}",agentic,multi-constraint,Data - Anika.csv,college_student,multi_constraint,agentic,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:route:agentic",
usc vs nyu outcomes,college_student,comparison,retrieval,complex,"{schools:[USC,NYU]}",comparison_engine,compare outcomes,Data - Anika.csv,college_student,comparison,comparison_engine,"persona:college_student->college_student,intent:comparison->comparison,intent:validated_comparison,primary_route:route:comparison_engine","school,comparison_target,career_outcome_cue"
schools like umich but smaller,college_student,recommendation,retrieval,complex,"{reference:UMich,size:smaller}",agentic,needs recommendations,Data - Anika.csv,college_student,recommendation,agentic,"persona:college_student->college_student,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:route:agentic",
what is early decision ii,college_student,admissions_process,llm,medium,{},llm,admissions concept,Data - Anika.csv,college_student,admissions_process,llm,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:route:llm",
how to negotiate financial aid,college_student,cost_financial_aid,llm,medium,{},llm,cost aid,Data - Anika.csv,college_student,cost_financial_aid,llm,"persona:college_student->college_student,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:route:llm",cost_constraint
schools with collaborative culture,college_student,campus_life_fit,llm,llm_needed,{},llm,subjective fit,Data - Anika.csv,college_student,campus_life_fit,llm,"persona:college_student->college_student,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:route:llm",fit_or_culture_cue
colleges with good grad school placement,college_student,career_outcomes,llm,medium,{},llm,outcomes,Data - Anika.csv,college_student,career_outcomes,llm,"persona:college_student->college_student,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:route:llm",career_outcome_cue
boston university,parent,direct_lookup,shortcut,short_circuit,{school:Boston University},typesense_only,simple entity,Data - Anika.csv,parent,exact_lookup,typesense_only,"persona:parent->parent,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:route:typesense_only",school
does rice require freshmen to live on campus,parent,attribute_lookup,shortcut,short_circuit,"{school:Rice,attribute:housing}",typesense_only,parent framing,Data - Anika.csv,parent,attribute_lookup,typesense_only,"persona:parent->parent,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:route:typesense_only",
colleges close to major airports,parent,filtered_search,retrieval,medium,{location:near_airport},search,1–2 filters,Data - Anika.csv,parent,filtered_search,search,"persona:parent->parent,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:route:search",
academically strong schools with low crime,parent,multi_constraint,retrieval,complex,"{academics:strong,safety:high}",agentic,multi-constraint,Data - Anika.csv,parent,multi_constraint,agentic,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:route:agentic",
supportive colleges for first year students,parent,filtered_search,retrieval,complex,{},agentic,needs recommendations,Data - Anika.csv,parent,recommendation,agentic,"persona:parent->parent,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:route:agentic",
how much debt is too much for college,parent,cost_financial_aid,llm,medium,{},llm,cost guidance,Data - Anika.csv,parent,cost_financial_aid,llm,"persona:parent->parent,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:route:llm",
schools with good advising support,parent,campus_life_fit,llm,llm_needed,{},llm,subjective fit,Data - Anika.csv,parent,campus_life_fit,llm,"persona:parent->parent,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:route:llm",
college roi by major,parent,career_outcomes,llm,medium,{},llm,outcomes,Data - Anika.csv,parent,career_outcomes,llm,"persona:parent->parent,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:route:llm",
when to commit to a college,parent,admissions_process,llm,medium,{},llm,decision timeline,Data - Anika.csv,parent,admissions_process,llm,"persona:parent->parent,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:route:llm",
average gpa at selective colleges,counselor_teacher,filtered_search,llm,medium,{},llm,contextual metric,Data - Anika.csv,counselor_teacher,attribute_lookup,llm,"persona:counselor_teacher->counselor_teacher,intent:attribute_lookup->attribute_lookup,intent:attribute_lookup_broad_search->filtered_search,primary_route:route:llm",admissions_or_attribute_signal
colleges in the mountain west,counselor_teacher,filtered_search,retrieval,medium,{location:Mountain West},search,1–2 filters,Data - Anika.csv,counselor_teacher,filtered_search,search,"persona:counselor_teacher->counselor_teacher,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:route:search",
schools known for grade inflation,counselor_teacher,filtered_search,llm,medium,{},llm,academic rigor,Data - Anika.csv,counselor_teacher,attribute_lookup,llm,"persona:counselor_teacher->counselor_teacher,intent:attribute_lookup->attribute_lookup,intent:attribute_lookup_broad_search->filtered_search,primary_route:route:llm",
stanford vs mit selectivity,counselor_teacher,comparison,retrieval,complex,"{schools:[Stanford,MIT]}",comparison_engine,compare selectivity,Data - Anika.csv,counselor_teacher,comparison,comparison_engine,"persona:counselor_teacher->counselor_teacher,intent:comparison->comparison,intent:validated_comparison,primary_route:route:comparison_engine","school,comparison_target"
schools with strong stem advising,counselor_teacher,filtered_search,retrieval,complex,{program:STEM},agentic,recommendations,Data - Anika.csv,counselor_teacher,recommendation,agentic,"persona:counselor_teacher->counselor_teacher,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:route:agentic",
test optional colleges list,counselor_teacher,filtered_search,retrieval,medium,{},search,policy-based,Data - Anika.csv,counselor_teacher,filtered_search,search,"persona:counselor_teacher->counselor_teacher,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:route:search",
best schools for data science careers,advisor,career_outcomes,llm,medium,{},llm,outcomes,Data - Anika.csv,advisor,career_outcomes,llm,"persona:advisor->advisor,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:route:llm",
finance target schools list,advisor,career_outcomes,llm,medium,{},llm,outcomes,Data - Anika.csv,advisor,career_outcomes,llm,"persona:advisor->advisor,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:route:llm",
