query_text,persona,intent_label,complexity,notes,route,tier,entity_types,normalization_flags
Vanderbilt housing guarantee,parent,attribute_lookup,medium,how-to / admissions; parent framing,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
api access for college partners,college_b2b,b2b_partnership,medium,B2B,b2b_workflow,medium,b2b_request_type,persona:b2b_pattern
colleges in California,advisor,filtered_search,medium,1–2 filters; advisor framing,semantic_or_faceted_search,medium,location,
request demo for our admissions team,college_b2b,b2b_partnership,medium,B2B,b2b_workflow,medium,"admissions_or_attribute_signal,b2b_request_type",persona:b2b_pattern
what essays does Caltech require,counselor_teacher,admissions_process,complex,how-to / admissions,faq_or_guidance,medium,,
Penn State study abroad,counselor_teacher,attribute_lookup,short_circuit,single attribute,typesense_plus_metadata,easy,school,
Duke research opportunities,counselor_teacher,attribute_lookup,short_circuit,single attribute,typesense_plus_metadata,easy,school,
research opportunities for Northeastern,parent,attribute_lookup,short_circuit,single attribute,typesense_plus_metadata,easy,,
mit without the suffering,college_student,rewrite_needed,complex,needs rewrite,rewrite_then_route,complex,"school,rewrite_cue",
schools like UC San Diego but cheaper,advisor,rewrite_needed,complex,needs recommendations,rewrite_then_route,complex,rewrite_cue,intent:rewrite_pattern
Princeton vs Harvard,college_student,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target",
Caltech admissions profile average sat and gpa,counselor_teacher,admissions_process,complex,multi-constraint; counselor framing,faq_or_guidance,medium,admissions_or_attribute_signal,intent:admissions_profile_pattern
what schools should i apply to for computer science near Chicago low tuition,counselor_teacher,recommendation,complex,needs recommendations,recommendation_workflow,complex,"major_or_program,location,cost_constraint",
Carnegie Mellon admissions profile average sat and gpa,counselor_teacher,admissions_process,short_circuit,single attribute; counselor framing,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
schools with high internship placement rates,parent,career_outcomes,medium,outcomes,outcomes_pipeline,medium,career_outcome_cue,
what essays does UC San Diego require,counselor_teacher,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,,
does Columbia have mechanical engineering,advisor,attribute_lookup,short_circuit,single attribute,typesense_plus_metadata,easy,"school,major_or_program",
request demo for our admissions team,college_b2b,b2b_partnership,short_circuit,B2B,b2b_workflow,medium,"admissions_or_attribute_signal,b2b_request_type",
universities with strong economics,parent,filtered_search,complex,1–2 filters,semantic_or_faceted_search,medium,major_or_program,
best colleges for computer science job outcomes,high_school_student,career_outcomes,medium,outcomes,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",
Harvard,high_school_student,direct_lookup,short_circuit,simple entity,typesense_only,easy,school,
schools good for normal people,advisor,campus_life_fit,llm_needed,subjective fit,llm_advisory,complex,fit_or_culture_cue,
Arizona State housing guarantee,parent,attribute_lookup,medium,outcomes; parent framing,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
Maryland,high_school_student,direct_lookup,short_circuit,simple entity,typesense_only,easy,school,persona:school_only_pattern
schools on the East Coast with low student-to-faculty ratio,college_student,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,location,
colleges where people dont care about football,advisor,filtered_search,llm_needed,subjective fit,semantic_or_faceted_search,medium,,intent:filtered_search_pattern
large pre-law colleges in warm states good financial aid not too competitive,high_school_student,multi_constraint,complex,multi-constraint,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
best colleges for mechanical engineering job outcomes,college_student,career_outcomes,medium,outcomes,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",
Columbia,high_school_student,direct_lookup,complex,simple entity,typesense_only,easy,school,persona:school_only_pattern
recommend large colleges near the beach for finance target schools,counselor_teacher,recommendation,complex,needs recommendations,recommendation_workflow,complex,location,
Arizona State but cheaper,parent,rewrite_needed,complex,needs rewrite,rewrite_then_route,complex,"school,rewrite_cue",
recommend medium-sized colleges on the East Coast for biology reach schools,advisor,recommendation,complex,needs recommendations; advisor framing,recommendation_workflow,complex,"major_or_program,location",
cheapest computer science schools in California,counselor_teacher,filtered_search,medium,cost / aid; counselor framing,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
schools with strong first gen support,counselor_teacher,filtered_search,complex,needs rewrite; counselor framing,semantic_or_faceted_search,medium,,intent:first_gen_support_pattern
four year cost of Caltech including housing,parent,cost_financial_aid,medium,cost / aid; parent framing,finance_guidance,medium,"cost_constraint,admissions_or_attribute_signal",
four year cost of UCLA including housing,parent,cost_financial_aid,complex,needs rewrite; parent framing,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
does Columbia have political science,counselor_teacher,attribute_lookup,medium,single attribute,typesense_plus_metadata,easy,school,
NYU application deadlines,advisor,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
uc san diego,college_student,direct_lookup,short_circuit,simple entity,typesense_only,easy,,
how do we update our school profile data,college_b2b,b2b_partnership,medium,B2B,b2b_workflow,medium,b2b_request_type,persona:b2b_pattern
what essays does University of Maryland require,counselor_teacher,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,school,
colleges in California low tuition with strong research and internships,college_student,multi_constraint,complex,multi-constraint,foundry_multi_agent,complex,"location,cost_constraint",
do i need sat for UC Irvine,high_school_student,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,admissions_or_attribute_signal,
schools good for chill campus,parent,campus_life_fit,llm_needed,subjective fit,llm_advisory,complex,fit_or_culture_cue,
schools not Florida with low student-to-faculty ratio,college_student,filtered_search,medium,1–2 filters,semantic_or_faceted_search,medium,location,
NYU housing guarantee,parent,attribute_lookup,medium,how-to / admissions; parent framing,typesense_plus_metadata,easy,"school,admissions_or_attribute_signal",intent:housing_guarantee_pattern
four year cost of Duke including housing,parent,cost_financial_aid,llm_needed,subjective fit; parent framing,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
Carnegie Mellon vs University of Michigan,advisor,comparison,complex,compare entities; advisor framing,compare_pipeline,complex,"school,comparison_target",
University of Florida,high_school_student,direct_lookup,short_circuit,simple entity,typesense_only,easy,"school,location",persona:school_only_pattern
colleges in Texas under 20k with strong research and internships,advisor,multi_constraint,complex,multi-constraint,foundry_multi_agent,complex,location,
how do i apply to Virginia Tech,counselor_teacher,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,school,
how do i apply to Arizona State,parent,admissions_process,medium,how-to / admissions,faq_or_guidance,medium,school,
UT Austin,high_school_student,direct_lookup,short_circuit,simple entity,typesense_only,easy,school,persona:school_only_pattern
how do we update our school profile data,college_b2b,b2b_partnership,llm_needed,B2B,b2b_workflow,medium,b2b_request_type,
mit without the suffering,parent,rewrite_needed,complex,needs rewrite,rewrite_then_route,complex,"school,rewrite_cue",
Boston University tuition vs NYU tuition,advisor,comparison,complex,compare entities,compare_pipeline,complex,"school,comparison_target,cost_constraint",
what schools should i apply to for architecture not Florida under 20k,parent,filtered_search,medium,needs recommendations,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
UT Austin vs Northwestern,counselor_teacher,comparison,complex,compare entities; counselor framing,compare_pipeline,complex,"school,comparison_target",
does Virginia Tech have computer science,college_student,attribute_lookup,short_circuit,single attribute,typesense_plus_metadata,easy,"school,major_or_program",
four year cost of University of Florida including housing,parent,cost_financial_aid,medium,B2B; parent framing,finance_guidance,medium,"school,location,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
four year cost of University of Maryland including housing,parent,cost_financial_aid,medium,B2B; parent framing,finance_guidance,medium,"school,cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
Princeton but cheaper,college_student,rewrite_needed,complex,needs rewrite,rewrite_then_route,complex,"school,rewrite_cue",
colleges near the beach under 30k with strong research and internships,high_school_student,multi_constraint,complex,multi-constraint,foundry_multi_agent,complex,location,
NYU job placement for computer science,high_school_student,career_outcomes,medium,outcomes,outcomes_pipeline,medium,"school,major_or_program,career_outcome_cue",
UC Berkeley scholarships,counselor_teacher,cost_financial_aid,medium,cost / aid,finance_guidance,medium,"school,cost_constraint",
