schools with strong career placement,parent,filtered_search,medium,Career placement,career_services_info,career outcomes
average debt after graduation for usc,parent,attribute_lookup,short_circuit,"USC, Student debt",financial_aid_info,financial outcome
colleges with small classes but big resources,parent,multi_constraint,complex,"Class size, Resources",college_search,size + resources
what schools support undecided majors,parent,advisory,llm_needed,Undecided majors,academic_program_info,exploration
are honors colleges actually helpful,parent,advisory,llm_needed,Honors colleges,academic_program_info,program value
schools with strong tutoring centers,parent,filtered_search,medium,Tutoring,campus_services_info,academic support
is dorm life supervised well,parent,emotional_advisory,llm_needed,"Dorm life, Supervision",campus_services_info,safety/culture
colleges that keep students on track to graduate,parent,filtered_search,medium,"Graduation rate, Advising",academic_policy_info,advising + retention
which schools have high retention rates,parent,filtered_search,medium,Retention rates,admissions_info,retention
does georgia tech overwork students,parent,emotional_advisory,llm_needed,"Georgia Tech, Workload",college_search,workload concern
schools with structured first year programs,parent,filtered_search,medium,First-year programs,academic_program_info,transition programs
is prestige worth the stress,parent,reflective_advisory,llm_needed,"Prestige, Stress",college_search,values tradeoff
how do I evaluate campus culture as a parent,parent,advisory,llm_needed,Campus culture,college_search,evaluation strategy
colleges with strong internship pipelines,parent,filtered_search,medium,Internships,career_services_info,career readiness
schools where faculty are accessible,parent,filtered_search,medium,Faculty accessibility,college_search,faculty access
does this college have grade deflation,parent,attribute_lookup,short_circuit,Grade deflation,academic_policy_info,grading policy
best value public universities,parent,filtered_search,medium,"Public universities, Value",financial_aid_info,value + public
colleges with strong safety nets academically,parent,filtered_search,medium,Academic support,campus_services_info,support systems
schools that communicate well with families,parent,filtered_search,medium,Family communication,campus_services_info,parent updates
what colleges have low transfer out rates,parent,filtered_search,medium,Transfer rates,admissions_info,retention
is living on campus required first year,parent,attribute_lookup,short_circuit,Housing policy,campus_services_info,housing rule
colleges that emphasize wellbeing,parent,filtered_search,medium,Student wellbeing,campus_services_info,wellbeing focus
do elite schools actually help career outcomes,parent,reflective_advisory,llm_needed,"Elite colleges, Careers",career_services_info,prestige ROI
schools with strong alumni mentoring,parent,filtered_search,medium,Alumni mentoring,career_services_info,alumni support
how do I compare financial aid offers,parent,advisory,llm_needed,Financial aid,financial_aid_info,financial comparison
colleges with strong advising for pre-med,parent,filtered_search,medium,"Pre-med, Advising",academic_program_info,program advising
is this environment collaborative or cutthroat,parent,emotional_advisory,llm_needed,Campus culture,college_search,culture concern
what colleges fit a student with a 3.5 gpa,counselor,advisory,llm_needed,3.5 GPA,admissions_info,admissions guidance
schools strong for first gen students,counselor,filtered_search,medium,First-generation students,campus_services_info,first-gen support
which universities have holistic admissions,counselor,filtered_search,medium,Holistic admissions,admissions_info,admissions style
average sat ranges for big ten schools,counselor,filtered_search,medium,"Big Ten, SAT",admissions_info,Big Ten
colleges with strong retention initiatives,counselor,filtered_search,medium,Retention initiatives,admissions_info,retention programs
best matches for mid-range cs applicants,counselor,multi_constraint,complex,"CS, Mid-range stats",college_search,stats + program
schools with strong honors programs,counselor,filtered_search,medium,Honors programs,academic_program_info,honors programs
colleges supportive of gap year admits,counselor,filtered_search,medium,Gap year,admissions_info,admissions flexibility
which schools allow easy major switching,counselor,filtered_search,medium,Major switching,academic_policy_info,academic flexibility
institutions with strong advising loads,counselor,filtered_search,medium,Advising ratios,campus_services_info,advising structure
schools with strong bridge programs,counselor,filtered_search,medium,Bridge programs,academic_program_info,transition support
how to balance reach match safety lists,counselor,advisory,llm_needed,Reach/Match/Safety,admissions_info,list strategy
colleges with strong co-op participation,counselor,filtered_search,medium,Co-op programs,career_services_info,co-op programs
schools strong in experiential learning,counselor,filtered_search,medium,Experiential learning,academic_program_info,hands-on focus
which campuses have open curriculum models,counselor,filtered_search,medium,Open curriculum,academic_policy_info,curriculum style
universities with strong undergraduate research access,counselor,filtered_search,medium,Undergraduate research,academic_program_info,research access
schools with strong outcomes for cs majors,counselor,filtered_search,medium,CS outcomes,career_services_info,program outcomes
how to advise on prestige vs fit tradeoff,counselor,advisory,llm_needed,Prestige vs Fit,college_search,guidance framework
colleges that support mental health well,counselor,filtered_search,medium,Mental health,campus_services_info,wellbeing services
which universities cap class sizes early,counselor,filtered_search,medium,Class size cap,academic_policy_info,class size policy
schools with strong career services engagement,counselor,filtered_search,medium,Career services,career_services_info,career center strength
best publics for engineering with access,counselor,multi_constraint,complex,"Engineering, Public",college_search,public + engineering
