Query,Persona,Intent,Complexity,Entities,Route,Notes
how to advise students about living in learning communities,advisor,attribute_lookup,medium,"learning communities, housing, advising, students",housing_advising,housing advising
how to advise students about housing options near campus,advisor,attribute_lookup,medium,"housing options, near campus, advising, students",housing_advising,housing advising
how to advise graduate students about housing stipends and support,advisor,attribute_lookup,medium,"graduate students, housing stipends, advising, support",housing_advising,housing advising
how to advise students about renters rights and lease agreements,advisor,attribute_lookup,medium,"renters rights, lease, advising, student awareness",housing_advising,housing advising
how to advise international students finding off-campus housing,advisor,attribute_lookup,medium,"international students, off-campus housing, advising, support",housing_advising,housing advising
how to support students who lost housing unexpectedly mid-semester,advisor,emotional_advisory,llm_needed,"housing loss, mid-semester, advising, emergency support",housing_advising,housing advising
how to advise students about the pros and cons of Greek housing,advisor,emotional_advisory,llm_needed,"Greek housing, pros, cons, advising, students",housing_advising,housing advising
how to advise students about the importance of renters insurance,advisor,attribute_lookup,short_circuit,"renters insurance, advising, student awareness, housing",housing_advising,housing advising
how to advise students on subleasing their apartments during the summer,advisor,attribute_lookup,medium,"subleasing, apartments, summer, advising, students",housing_advising,housing advising
how to help students find accessible housing if they have mobility needs,advisor,attribute_lookup,medium,"accessible housing, mobility needs, advising, students",housing_advising,housing advising
how to advise graduate students about university-provided family housing,advisor,attribute_lookup,medium,"family housing, graduate students, university, advising",housing_advising,housing advising
how to support students who are couch surfing or temporarily homeless,advisor,emotional_advisory,llm_needed,"couch surfing, temporary homelessness, advising, student support",housing_advising,housing advising
how to advise students on finding the right fit college,advisor,emotional_advisory,llm_needed,"college fit, advising, students, college search",college_search,institutional knowledge
